,number,value,datetime_start,datetime_complete,duration,params_bootstrap,params_criterion,params_max_depth,params_max_features,params_min_samples_leaf,params_min_samples_split,params_n_estimators,params_use_pca,params_use_standardization,state,fold_aucs,feature_importances
151,151,0.5120031483667847,2024-01-15 11:04:22.316877,2024-01-15 11:04:23.883688,0 days 00:00:01.566811,True,entropy,27.0,sqrt,14.0,12.0,19.0,False,True,COMPLETE,"[0.6642857142857144, 0.4444444444444444, 0.38333333333333336, 0.5555555555555556, 0.5123966942148761]","[0.01714145 0.01408397 0.         0.00287145 0.02817548 0.01085385
 0.01907693 0.04507694 0.00343334 0.04462012 0.01011322 0.01568576
 0.01222565 0.01796209 0.01426945 0.00608332 0.03882386 0.05648866
 0.00717597 0.02062098 0.00243277 0.02257694 0.01192365 0.05006728
 0.00787274 0.00523119 0.01350145 0.03284107 0.00509758 0.03206926
 0.008198   0.0113146  0.01282314 0.01214997 0.00115412 0.02278322
 0.00671558 0.02218484 0.02636205 0.00711901 0.03785787 0.01312261
 0.         0.01763821 0.00188965 0.03005284 0.01264022 0.03126997
 0.03224925 0.03014507 0.02574363 0.00603333 0.01808713 0.04406929]"
236,236,0.5120004556846662,2024-01-15 11:06:38.925632,2024-01-15 11:06:40.393270,0 days 00:00:01.467638,True,gini,10.0,sqrt,16.0,15.0,13.0,False,True,COMPLETE,"[0.692857142857143, 0.5146198830409356, 0.3888888888888889, 0.6000000000000001, 0.36363636363636365]","[0.00321452 0.01808563 0.00625181 0.00434519 0.02787042 0.00960869
 0.01902578 0.02305481 0.01249402 0.03902093 0.010157   0.01627051
 0.01428271 0.01916191 0.02302336 0.02016512 0.02120818 0.07111034
 0.         0.02364972 0.00438696 0.         0.01674713 0.01834704
 0.00947522 0.         0.00512646 0.03858914 0.00610401 0.0266298
 0.0066555  0.01965566 0.0120669  0.00142564 0.         0.03173331
 0.0087631  0.00955994 0.0478001  0.00376749 0.05935188 0.
 0.0104728  0.         0.         0.02897103 0.0128902  0.04793088
 0.05549977 0.0305486  0.04985617 0.         0.00928061 0.04636399]"
250,250,0.5120004556846662,2024-01-15 11:07:05.001561,2024-01-15 11:07:06.459444,0 days 00:00:01.457883,True,gini,15.0,sqrt,16.0,15.0,13.0,False,True,COMPLETE,"[0.692857142857143, 0.5146198830409356, 0.3888888888888889, 0.6000000000000001, 0.36363636363636365]","[0.00321452 0.01808563 0.00625181 0.00434519 0.02787042 0.00960869
 0.01902578 0.02305481 0.01249402 0.03902093 0.010157   0.01627051
 0.01428271 0.01916191 0.02302336 0.02016512 0.02120818 0.07111034
 0.         0.02364972 0.00438696 0.         0.01674713 0.01834704
 0.00947522 0.         0.00512646 0.03858914 0.00610401 0.0266298
 0.0066555  0.01965566 0.0120669  0.00142564 0.         0.03173331
 0.0087631  0.00955994 0.0478001  0.00376749 0.05935188 0.
 0.0104728  0.         0.         0.02897103 0.0128902  0.04793088
 0.05549977 0.0305486  0.04985617 0.         0.00928061 0.04636399]"
246,246,0.5120004556846662,2024-01-15 11:06:59.093935,2024-01-15 11:07:00.541755,0 days 00:00:01.447820,True,gini,14.0,sqrt,16.0,15.0,13.0,False,True,COMPLETE,"[0.692857142857143, 0.5146198830409356, 0.3888888888888889, 0.6000000000000001, 0.36363636363636365]","[0.00321452 0.01808563 0.00625181 0.00434519 0.02787042 0.00960869
 0.01902578 0.02305481 0.01249402 0.03902093 0.010157   0.01627051
 0.01428271 0.01916191 0.02302336 0.02016512 0.02120818 0.07111034
 0.         0.02364972 0.00438696 0.         0.01674713 0.01834704
 0.00947522 0.         0.00512646 0.03858914 0.00610401 0.0266298
 0.0066555  0.01965566 0.0120669  0.00142564 0.         0.03173331
 0.0087631  0.00955994 0.0478001  0.00376749 0.05935188 0.
 0.0104728  0.         0.         0.02897103 0.0128902  0.04793088
 0.05549977 0.0305486  0.04985617 0.         0.00928061 0.04636399]"
155,155,0.511654756726527,2024-01-15 11:04:28.745866,2024-01-15 11:04:30.381232,0 days 00:00:01.635366,True,entropy,25.0,sqrt,15.0,13.0,24.0,False,True,COMPLETE,"[0.5071428571428571, 0.5497076023391813, 0.37777777777777777, 0.6277777777777779, 0.4958677685950413]","[0.00905255 0.01564743 0.01108944 0.00683942 0.02557471 0.00529228
 0.01847334 0.0473708  0.00935862 0.05088574 0.00462144 0.0083745
 0.01386764 0.01117389 0.01785928 0.00758535 0.0321153  0.04936221
 0.00516255 0.01830966 0.01028729 0.03910551 0.0176591  0.03744702
 0.00590604 0.00226919 0.00554596 0.02469821 0.00225882 0.02359279
 0.00870462 0.01313294 0.00939439 0.00999647 0.003306   0.02746231
 0.00641915 0.0182525  0.01916478 0.0161302  0.03147275 0.01063217
 0.00765464 0.01305481 0.00332014 0.04107673 0.00972061 0.02619364
 0.05795007 0.02672901 0.03840614 0.01063603 0.01714396 0.03725987]"
145,145,0.511654756726527,2024-01-15 11:04:11.193917,2024-01-15 11:04:12.835256,0 days 00:00:01.641339,True,entropy,16.0,sqrt,15.0,14.0,24.0,False,True,COMPLETE,"[0.5071428571428571, 0.5497076023391813, 0.37777777777777777, 0.6277777777777779, 0.4958677685950413]","[0.00905255 0.01564743 0.01108944 0.00683942 0.02557471 0.00529228
 0.01847334 0.0473708  0.00935862 0.05088574 0.00462144 0.0083745
 0.01386764 0.01117389 0.01785928 0.00758535 0.0321153  0.04936221
 0.00516255 0.01830966 0.01028729 0.03910551 0.0176591  0.03744702
 0.00590604 0.00226919 0.00554596 0.02469821 0.00225882 0.02359279
 0.00870462 0.01313294 0.00939439 0.00999647 0.003306   0.02746231
 0.00641915 0.0182525  0.01916478 0.0161302  0.03147275 0.01063217
 0.00765464 0.01305481 0.00332014 0.04107673 0.00972061 0.02619364
 0.05795007 0.02672901 0.03840614 0.01063603 0.01714396 0.03725987]"
271,271,0.5110544957434909,2024-01-15 11:07:38.605028,2024-01-15 11:07:40.144557,0 days 00:00:01.539529,True,gini,16.0,sqrt,15.0,13.0,17.0,False,True,COMPLETE,"[0.6071428571428571, 0.543859649122807, 0.3833333333333333, 0.5333333333333333, 0.487603305785124]","[0.01270173 0.01383019 0.00478079 0.00928859 0.02671335 0.00734782
 0.01970269 0.04849037 0.00405403 0.04077227 0.00669705 0.01201792
 0.01092208 0.01871156 0.02458869 0.00923771 0.02561739 0.05059615
 0.00721164 0.01939759 0.00259321 0.0198246  0.01595754 0.05537128
 0.00601792 0.         0.0050025  0.03529275 0.00336288 0.01899954
 0.00924326 0.01291612 0.01310417 0.01400266 0.00135538 0.02971784
 0.00574093 0.02127034 0.02907206 0.00288102 0.04704726 0.00834983
 0.00578147 0.00823805 0.00275193 0.02968774 0.00937418 0.03443676
 0.04193049 0.02336069 0.04152929 0.01462123 0.017288   0.04119747]"
262,262,0.5110544957434909,2024-01-15 11:07:24.756042,2024-01-15 11:07:26.296382,0 days 00:00:01.540340,True,gini,16.0,sqrt,15.0,13.0,17.0,False,True,COMPLETE,"[0.6071428571428571, 0.543859649122807, 0.3833333333333333, 0.5333333333333333, 0.487603305785124]","[0.01270173 0.01383019 0.00478079 0.00928859 0.02671335 0.00734782
 0.01970269 0.04849037 0.00405403 0.04077227 0.00669705 0.01201792
 0.01092208 0.01871156 0.02458869 0.00923771 0.02561739 0.05059615
 0.00721164 0.01939759 0.00259321 0.0198246  0.01595754 0.05537128
 0.00601792 0.         0.0050025  0.03529275 0.00336288 0.01899954
 0.00924326 0.01291612 0.01310417 0.01400266 0.00135538 0.02971784
 0.00574093 0.02127034 0.02907206 0.00288102 0.04704726 0.00834983
 0.00578147 0.00823805 0.00275193 0.02968774 0.00937418 0.03443676
 0.04193049 0.02336069 0.04152929 0.01462123 0.017288   0.04119747]"
200,200,0.5084847794417172,2024-01-15 11:05:43.324521,2024-01-15 11:05:44.963258,0 days 00:00:01.638737,True,entropy,20.0,sqrt,15.0,14.0,23.0,False,True,COMPLETE,"[0.5071428571428571, 0.5146198830409356, 0.35, 0.65, 0.5206611570247934]","[0.00944614 0.01632776 0.00914313 0.00713679 0.02668666 0.00552238
 0.01927653 0.04145714 0.00976552 0.04336289 0.00482237 0.00873861
 0.01447058 0.01165971 0.01863577 0.00791514 0.03058414 0.0515084
 0.00538701 0.01910573 0.01073457 0.04080575 0.01247692 0.03907515
 0.00616282 0.00236785 0.00578709 0.02577204 0.00235703 0.01885038
 0.00908308 0.01370393 0.00980284 0.0104311  0.00344974 0.02865633
 0.00669824 0.01904608 0.01999803 0.01140232 0.03284113 0.01109444
 0.00798745 0.01362241 0.00346449 0.04286267 0.00687678 0.02733249
 0.06046963 0.02789114 0.04007598 0.01109847 0.01788935 0.03887986]"
144,144,0.5077131534069333,2024-01-15 11:04:09.696639,2024-01-15 11:04:11.172062,0 days 00:00:01.475423,True,entropy,20.0,sqrt,16.0,13.0,14.0,False,True,COMPLETE,"[0.6857142857142857, 0.4619883040935673, 0.37777777777777777, 0.5833333333333334, 0.4297520661157025]","[0.00237288 0.01682818 0.00628068 0.00428744 0.02476254 0.00907248
 0.01718446 0.02427394 0.0119235  0.05256693 0.00922277 0.01491216
 0.01337414 0.01428571 0.01757453 0.0286856  0.02568123 0.06320835
 0.00506295 0.02187123 0.00420546 0.01064471 0.01610504 0.01442592
 0.00906633 0.00467585 0.0047406  0.04233978 0.0056094  0.02467891
 0.00633503 0.01866833 0.01070431 0.00127158 0.         0.02632544
 0.00772132 0.02516326 0.03960104 0.00400529 0.05349117 0.
 0.00935674 0.         0.00065976 0.03005241 0.01183792 0.04407636
 0.05062231 0.02836643 0.05374812 0.         0.00867631 0.04939314]"
133,133,0.5077131534069333,2024-01-15 11:03:49.716066,2024-01-15 11:03:51.181485,0 days 00:00:01.465419,True,entropy,17.0,sqrt,16.0,15.0,14.0,False,True,COMPLETE,"[0.6857142857142857, 0.4619883040935673, 0.37777777777777777, 0.5833333333333334, 0.4297520661157025]","[0.00237288 0.01682818 0.00628068 0.00428744 0.02476254 0.00907248
 0.01718446 0.02427394 0.0119235  0.05256693 0.00922277 0.01491216
 0.01337414 0.01428571 0.01757453 0.0286856  0.02568123 0.06320835
 0.00506295 0.02187123 0.00420546 0.01064471 0.01610504 0.01442592
 0.00906633 0.00467585 0.0047406  0.04233978 0.0056094  0.02467891
 0.00633503 0.01866833 0.01070431 0.00127158 0.         0.02632544
 0.00772132 0.02516326 0.03960104 0.00400529 0.05349117 0.
 0.00935674 0.         0.00065976 0.03005241 0.01183792 0.04407636
 0.05062231 0.02836643 0.05374812 0.         0.00867631 0.04939314]"
198,198,0.5077131534069333,2024-01-15 11:05:40.077881,2024-01-15 11:05:41.556459,0 days 00:00:01.478578,True,entropy,15.0,sqrt,16.0,12.0,14.0,False,True,COMPLETE,"[0.6857142857142857, 0.4619883040935673, 0.37777777777777777, 0.5833333333333334, 0.4297520661157025]","[0.00237288 0.01682818 0.00628068 0.00428744 0.02476254 0.00907248
 0.01718446 0.02427394 0.0119235  0.05256693 0.00922277 0.01491216
 0.01337414 0.01428571 0.01757453 0.0286856  0.02568123 0.06320835
 0.00506295 0.02187123 0.00420546 0.01064471 0.01610504 0.01442592
 0.00906633 0.00467585 0.0047406  0.04233978 0.0056094  0.02467891
 0.00633503 0.01866833 0.01070431 0.00127158 0.         0.02632544
 0.00772132 0.02516326 0.03960104 0.00400529 0.05349117 0.
 0.00935674 0.         0.00065976 0.03005241 0.01183792 0.04407636
 0.05062231 0.02836643 0.05374812 0.         0.00867631 0.04939314]"
175,175,0.5077131534069333,2024-01-15 11:05:02.418304,2024-01-15 11:05:03.912268,0 days 00:00:01.493964,True,entropy,20.0,sqrt,16.0,13.0,14.0,False,True,COMPLETE,"[0.6857142857142857, 0.4619883040935673, 0.37777777777777777, 0.5833333333333334, 0.4297520661157025]","[0.00237288 0.01682818 0.00628068 0.00428744 0.02476254 0.00907248
 0.01718446 0.02427394 0.0119235  0.05256693 0.00922277 0.01491216
 0.01337414 0.01428571 0.01757453 0.0286856  0.02568123 0.06320835
 0.00506295 0.02187123 0.00420546 0.01064471 0.01610504 0.01442592
 0.00906633 0.00467585 0.0047406  0.04233978 0.0056094  0.02467891
 0.00633503 0.01866833 0.01070431 0.00127158 0.         0.02632544
 0.00772132 0.02516326 0.03960104 0.00400529 0.05349117 0.
 0.00935674 0.         0.00065976 0.03005241 0.01183792 0.04407636
 0.05062231 0.02836643 0.05374812 0.         0.00867631 0.04939314]"
138,138,0.5077131534069333,2024-01-15 11:03:57.775200,2024-01-15 11:03:59.253702,0 days 00:00:01.478502,True,entropy,19.0,sqrt,16.0,12.0,14.0,False,True,COMPLETE,"[0.6857142857142857, 0.4619883040935673, 0.37777777777777777, 0.5833333333333334, 0.4297520661157025]","[0.00237288 0.01682818 0.00628068 0.00428744 0.02476254 0.00907248
 0.01718446 0.02427394 0.0119235  0.05256693 0.00922277 0.01491216
 0.01337414 0.01428571 0.01757453 0.0286856  0.02568123 0.06320835
 0.00506295 0.02187123 0.00420546 0.01064471 0.01610504 0.01442592
 0.00906633 0.00467585 0.0047406  0.04233978 0.0056094  0.02467891
 0.00633503 0.01866833 0.01070431 0.00127158 0.         0.02632544
 0.00772132 0.02516326 0.03960104 0.00400529 0.05349117 0.
 0.00935674 0.         0.00065976 0.03005241 0.01183792 0.04407636
 0.05062231 0.02836643 0.05374812 0.         0.00867631 0.04939314]"
134,134,0.5072879858047322,2024-01-15 11:03:51.206420,2024-01-15 11:03:52.796306,0 days 00:00:01.589886,True,entropy,18.0,sqrt,14.0,13.0,21.0,False,True,COMPLETE,"[0.6714285714285715, 0.4912280701754386, 0.38333333333333336, 0.5111111111111111, 0.47933884297520657]","[0.01550893 0.02175728 0.         0.00259798 0.02882995 0.00982015
 0.02076327 0.04545876 0.00310635 0.04542306 0.01300663 0.016649
 0.0110613  0.01625142 0.01291045 0.00550395 0.03512635 0.05110879
 0.00649254 0.01865708 0.00926776 0.02042675 0.01304811 0.04529897
 0.00917558 0.00473299 0.0122156  0.02971335 0.00461209 0.02901505
 0.00741724 0.01023702 0.01160189 0.01193773 0.0010442  0.02061339
 0.00797801 0.020072   0.02385137 0.00644101 0.03425236 0.01187284
 0.         0.01595838 0.00170968 0.03053886 0.01696141 0.0290381
 0.04999045 0.02983739 0.028052   0.00696172 0.02151201 0.04458146]"
102,102,0.5070791303327189,2024-01-15 11:02:52.528041,2024-01-15 11:02:54.251081,0 days 00:00:01.723040,True,entropy,24.0,sqrt,15.0,7.0,28.0,False,True,COMPLETE,"[0.5285714285714286, 0.5497076023391814, 0.38333333333333336, 0.5944444444444444, 0.4793388429752066]","[0.00775933 0.02121441 0.01188182 0.00781732 0.02192118 0.00453624
 0.02481841 0.04236071 0.00802167 0.05441902 0.00396123 0.00943083
 0.01188655 0.00957762 0.02329514 0.00650172 0.03127819 0.04231047
 0.00442504 0.015694   0.00881768 0.03652101 0.01513637 0.03981859
 0.00506232 0.00194502 0.00672796 0.02116989 0.00583963 0.02022239
 0.01171419 0.01786262 0.00805234 0.0085684  0.00498374 0.02834467
 0.01705845 0.02013876 0.01642696 0.01670151 0.02924286 0.00911329
 0.00891983 0.01118984 0.00284583 0.04040691 0.00833195 0.02528182
 0.0531302  0.02885322 0.03799816 0.01208764 0.02643801 0.03193703]"
120,120,0.5069943453675511,2024-01-15 11:03:25.190777,2024-01-15 11:03:26.887175,0 days 00:00:01.696398,True,entropy,14.0,sqrt,14.0,15.0,27.0,False,True,COMPLETE,"[0.7, 0.5029239766081872, 0.34444444444444444, 0.5, 0.48760330578512395]","[0.0120625  0.02481837 0.00659499 0.00361911 0.02355275 0.00763789
 0.01922856 0.0397643  0.00799886 0.05307721 0.01011627 0.01527026
 0.01275043 0.01263999 0.01247306 0.00428085 0.03770687 0.03975128
 0.00504975 0.01451106 0.00720826 0.02348158 0.01135122 0.04309739
 0.00713657 0.00368121 0.01209657 0.02311039 0.00557615 0.02931385
 0.0098464  0.01409284 0.00902369 0.0092849  0.00674043 0.02430973
 0.01924222 0.02028895 0.01855107 0.02110749 0.0325276  0.01019624
 0.00590808 0.01241207 0.00320278 0.03408379 0.01947962 0.02491805
 0.045802   0.03424989 0.03123103 0.01007597 0.01979316 0.03467447]"
110,110,0.5069943453675511,2024-01-15 11:03:06.694263,2024-01-15 11:03:08.382021,0 days 00:00:01.687758,True,entropy,23.0,sqrt,14.0,11.0,27.0,False,True,COMPLETE,"[0.7, 0.5029239766081872, 0.34444444444444444, 0.5, 0.48760330578512395]","[0.0120625  0.02481837 0.00659499 0.00361911 0.02355275 0.00763789
 0.01922856 0.0397643  0.00799886 0.05307721 0.01011627 0.01527026
 0.01275043 0.01263999 0.01247306 0.00428085 0.03770687 0.03975128
 0.00504975 0.01451106 0.00720826 0.02348158 0.01135122 0.04309739
 0.00713657 0.00368121 0.01209657 0.02311039 0.00557615 0.02931385
 0.0098464  0.01409284 0.00902369 0.0092849  0.00674043 0.02430973
 0.01924222 0.02028895 0.01855107 0.02110749 0.0325276  0.01019624
 0.00590808 0.01241207 0.00320278 0.03408379 0.01947962 0.02491805
 0.045802   0.03424989 0.03123103 0.01007597 0.01979316 0.03467447]"
166,166,0.5060426548464826,2024-01-15 11:04:48.407138,2024-01-15 11:04:49.865214,0 days 00:00:01.458076,True,entropy,20.0,sqrt,16.0,11.0,13.0,False,True,COMPLETE,"[0.7071428571428572, 0.46783625730994155, 0.38333333333333336, 0.6000000000000001, 0.371900826446281]","[0.00255541 0.01812265 0.00676381 0.00461725 0.02666735 0.00977036
 0.01850635 0.01719614 0.01284069 0.03801535 0.00993221 0.01605925
 0.01440292 0.01538462 0.01892642 0.0214881  0.02765671 0.06807053
 0.0054524  0.02355364 0.00452896 0.         0.01734389 0.01553561
 0.00976374 0.00503553 0.00510526 0.03744909 0.00604089 0.02657728
 0.00682234 0.02010436 0.01152772 0.00136939 0.         0.02835048
 0.00831526 0.01467878 0.04264728 0.00431339 0.05760588 0.
 0.01007649 0.         0.         0.03236413 0.01274853 0.04746685
 0.05451634 0.03054847 0.05064557 0.         0.00934372 0.05319261]"
179,179,0.5060426548464826,2024-01-15 11:05:08.617383,2024-01-15 11:05:10.077121,0 days 00:00:01.459738,True,entropy,13.0,sqrt,16.0,14.0,13.0,False,True,COMPLETE,"[0.7071428571428572, 0.46783625730994155, 0.38333333333333336, 0.6000000000000001, 0.371900826446281]","[0.00255541 0.01812265 0.00676381 0.00461725 0.02666735 0.00977036
 0.01850635 0.01719614 0.01284069 0.03801535 0.00993221 0.01605925
 0.01440292 0.01538462 0.01892642 0.0214881  0.02765671 0.06807053
 0.0054524  0.02355364 0.00452896 0.         0.01734389 0.01553561
 0.00976374 0.00503553 0.00510526 0.03744909 0.00604089 0.02657728
 0.00682234 0.02010436 0.01152772 0.00136939 0.         0.02835048
 0.00831526 0.01467878 0.04264728 0.00431339 0.05760588 0.
 0.01007649 0.         0.         0.03236413 0.01274853 0.04746685
 0.05451634 0.03054847 0.05064557 0.         0.00934372 0.05319261]"
107,107,0.5056096853704509,2024-01-15 11:03:02.022871,2024-01-15 11:03:03.582862,0 days 00:00:01.559991,True,entropy,24.0,sqrt,14.0,9.0,18.0,False,True,COMPLETE,"[0.65, 0.4269005847953216, 0.3888888888888889, 0.5333333333333333, 0.5289256198347108]","[0.01466715 0.01486641 0.         0.00303097 0.02974079 0.01145684
 0.02013676 0.0425319  0.00362408 0.04096842 0.01067506 0.01655719
 0.01290485 0.01895999 0.01506219 0.00642128 0.03659454 0.04935126
 0.00757463 0.02176659 0.00256793 0.02383121 0.01258607 0.0528488
 0.00831011 0.00552182 0.01425153 0.03125967 0.00231265 0.03385089
 0.00865344 0.00588139 0.01353554 0.01282497 0.00121823 0.01956353
 0.00708867 0.02341733 0.0278266  0.00751451 0.03996109 0.01385165
 0.         0.00935219 0.00199463 0.03172244 0.01334245 0.03300719
 0.03404087 0.0318198  0.02717383 0.00636852 0.01909197 0.04651758]"
201,201,0.5056096853704509,2024-01-15 11:05:44.985986,2024-01-15 11:05:46.532873,0 days 00:00:01.546887,True,entropy,19.0,sqrt,14.0,13.0,18.0,False,True,COMPLETE,"[0.65, 0.4269005847953216, 0.3888888888888889, 0.5333333333333333, 0.5289256198347108]","[0.01466715 0.01486641 0.         0.00303097 0.02974079 0.01145684
 0.02013676 0.0425319  0.00362408 0.04096842 0.01067506 0.01655719
 0.01290485 0.01895999 0.01506219 0.00642128 0.03659454 0.04935126
 0.00757463 0.02176659 0.00256793 0.02383121 0.01258607 0.0528488
 0.00831011 0.00552182 0.01425153 0.03125967 0.00231265 0.03385089
 0.00865344 0.00588139 0.01353554 0.01282497 0.00121823 0.01956353
 0.00708867 0.02341733 0.0278266  0.00751451 0.03996109 0.01385165
 0.         0.00935219 0.00199463 0.03172244 0.01334245 0.03300719
 0.03404087 0.0318198  0.02717383 0.00636852 0.01909197 0.04651758]"
154,154,0.5051421943287971,2024-01-15 11:04:27.233945,2024-01-15 11:04:28.722310,0 days 00:00:01.488365,True,entropy,29.0,sqrt,16.0,14.0,15.0,False,True,COMPLETE,"[0.6642857142857143, 0.4736842105263158, 0.3611111111111111, 0.5555555555555556, 0.47107438016528924]","[0.00221469 0.0157063  0.00586197 0.01094307 0.0231117  0.00846765
 0.01603883 0.02265568 0.0111286  0.04906247 0.00860792 0.01391802
 0.01248253 0.01833196 0.01640289 0.02677323 0.02396915 0.05899446
 0.00472542 0.02041315 0.0039251  0.01512284 0.01503137 0.04107036
 0.0084619  0.01008201 0.00442456 0.03951713 0.00523544 0.02303365
 0.0059127  0.02381565 0.00999069 0.00118681 0.         0.02457041
 0.00720656 0.02348571 0.03696097 0.00373827 0.05160242 0.
 0.00873296 0.         0.00061578 0.03619447 0.01104873 0.04113794
 0.04724749 0.02647534 0.05016491 0.         0.00809789 0.04610026]"
185,185,0.5051421943287971,2024-01-15 11:05:17.716107,2024-01-15 11:05:19.229476,0 days 00:00:01.513369,True,entropy,15.0,sqrt,16.0,14.0,15.0,False,True,COMPLETE,"[0.6642857142857143, 0.4736842105263158, 0.3611111111111111, 0.5555555555555556, 0.47107438016528924]","[0.00221469 0.0157063  0.00586197 0.01094307 0.0231117  0.00846765
 0.01603883 0.02265568 0.0111286  0.04906247 0.00860792 0.01391802
 0.01248253 0.01833196 0.01640289 0.02677323 0.02396915 0.05899446
 0.00472542 0.02041315 0.0039251  0.01512284 0.01503137 0.04107036
 0.0084619  0.01008201 0.00442456 0.03951713 0.00523544 0.02303365
 0.0059127  0.02381565 0.00999069 0.00118681 0.         0.02457041
 0.00720656 0.02348571 0.03696097 0.00373827 0.05160242 0.
 0.00873296 0.         0.00061578 0.03619447 0.01104873 0.04113794
 0.04724749 0.02647534 0.05016491 0.         0.00809789 0.04610026]"
